InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category,Revenue
C536864,10057,CARD GAME FAMILY FUN RED,-8,2023-11-26 00:00,17.56,C11921,United Kingdom,Toys & Games,-140.48
C536864,10040,RIBBON BUNDLE PACK LARGE,-12,2023-11-26 00:00,5.3,C11921,United Kingdom,Gifts & Cards,-63.6
C536864,10051,RETRO TIN TOY CAR SMALL,-8,2023-11-26 00:00,15.25,C11921,United Kingdom,Toys & Games,-122.0
C536864,10056,CARD GAME FAMILY FUN SMALL,-10,2023-11-26 00:00,23.59,C11921,United Kingdom,Toys & Games,-235.9
C536864,10020,RETRO ENAMEL MUG LARGE,-6,2023-11-26 00:00,18.06,C11921,United Kingdom,Kitchen,-108.36
C536864,10078,BUTTERFLY WIND SPINNER,500,2023-11-26 00:00,11.38,C11921,United Kingdom,Garden,5690.0
C536882,10069,WASHI TAPE COLLECTION RED,288,2023-03-28 00:00,7.96,,Spain,Stationery,2292.48
C536882,10034,PERSONALISED BIRTHDAY CARD SMALL,-7,2023-03-28 00:00,8.16,,Spain,Gifts & Cards,-57.120000000000005
C536882,10057,CARD GAME FAMILY FUN RED,-7,2023-03-28 00:00,17.56,,Spain,Toys & Games,-122.92
C536927,10031,COPPER MEASURING CUPS RED,-11,2024-01-06 00:00,20.81,C12591,United Kingdom,Kitchen,-228.91
C536927,10076,SEED STARTER KIT SMALL,-7,2024-01-06 00:00,23.56,C12591,United Kingdom,Garden,-164.92
C536927,10086,CANVAS TOTE BAG PRINTED SMALL,-8,2024-01-06 00:00,7.17,C12591,United Kingdom,Clothing,-57.36
C536927,10010,METAL WALL CLOCK BLUE,-10,2024-01-06 00:00,2.58,C12591,United Kingdom,Home Decor,-25.8
C536927,10019,SCENTED REED DIFFUSER SMALL,120,2024-01-06 00:00,10.23,C12591,United Kingdom,Home Decor,1227.6
C536927,10023,BAMBOO CUTTING BOARD,-8,2024-01-06 00:00,10.43,C12591,United Kingdom,Kitchen,-83.44
C536927,10053,PLUSH BEAR COLLECTION BLUE,-12,2024-01-06 00:00,5.87,C12591,United Kingdom,Toys & Games,-70.44
C536927,10081,BIRD FEEDER HANGING LARGE,-11,2024-01-06 00:00,28.32,C12591,United Kingdom,Garden,-311.52
C536927,10018,SCENTED REED DIFFUSER GREEN,-8,2024-01-06 00:00,12.87,C12591,United Kingdom,Home Decor,-102.96
C536927,10084,FAIR ISLE KNIT SCARF SMALL,-1,2024-01-06 00:00,22.24,C12591,United Kingdom,Clothing,-22.24
C536927,10085,CANVAS TOTE BAG PRINTED GREEN,-7,2024-01-06 00:00,39.55,C12591,United Kingdom,Clothing,-276.85
C536927,10038,GIFT WRAP SET ASSORTED BLUE,-9,2024-01-06 00:00,9.16,C12591,United Kingdom,Gifts & Cards,-82.44
C536927,10060,CLAY MODELLING KIT BLUE,-11,2024-01-06 00:00,12.8,C12591,United Kingdom,Toys & Games,-140.8
C536927,10027,,-8,2024-01-06 00:00,7.25,C12591,United Kingdom,Kitchen,-58.0
C536997,10080,SOLAR LIGHT STAKES 6PK LARGE,-3,2024-03-14 00:00,8.1,C14915,Spain,Garden,-24.3
C536997,10010,METAL WALL CLOCK BLUE,-7,2024-03-14 00:00,2.58,C14915,Spain,Home Decor,-18.06
C536997,10090,LINEN APRON WITH POCKET RED,-4,2024-03-14 00:00,12.61,C14915,Spain,Clothing,-50.44
C536997,10049,RETRO TIN TOY CAR LARGE,-10,2024-03-14 00:00,6.01,C14915,Spain,Toys & Games,-60.1
C537039,10057,CARD GAME FAMILY FUN RED,-1,2023-12-25 00:00,17.56,C10064,United Kingdom,Toys & Games,-17.56
C537039,10081,BIRD FEEDER HANGING LARGE,-4,2023-12-25 00:00,28.32,C10064,United Kingdom,Garden,-113.28
C537039,10026,GLASS STORAGE JARS SET BLUE,-7,2023-12-25 00:00,14.05,C10064,United Kingdom,Kitchen,-98.35
C537039,10072,FOUNTAIN PEN GIFT SET GREEN,-6,2023-12-25 00:00,2.3,C10064,United Kingdom,Stationery,-13.8
C537039,10043,MINI GIFT BAGS ASSORTED,-3,2023-12-25 00:00,2.55,C10064,United Kingdom,Gifts & Cards,-7.649999999999999
C537039,10015,RUSTIC MIRROR FRAME LARGE,-10,2023-12-25 00:00,12.59,C10064,United Kingdom,Home Decor,-125.9
C537068,10083,BIRD FEEDER HANGING RED,-4,2024-11-14 00:00,9.9,C12455,United Kingdom,Garden,-39.6
C537068,10055,CARD GAME FAMILY FUN LARGE,120,2024-11-14 00:00,7.13,C12455,United Kingdom,Toys & Games,855.6
C537068,10036,PERSONALISED BIRTHDAY CARD RED,-12,2024-11-14 00:00,11.05,C12455,United Kingdom,Gifts & Cards,-132.60000000000002
C537115,10025,CAST IRON SKILLET BLUE,-5,2024-04-23 00:00,9.85,C13493,France,Kitchen,-49.25
C537131,10071,WASHI TAPE COLLECTION GREEN,-5,2023-12-15 00:00,3.87,C12111,United Kingdom,Stationery,-19.35
C537131,10079,BUTTERFLY WIND SPINNER LARGE,-2,2023-12-15 00:00,24.74,C12111,United Kingdom,Garden,-49.48
C537131,10077,GARDEN TOOL SET MINI,-11,2023-12-15 00:00,32.07,C12111,United Kingdom,Garden,-352.77
C537131,10003,HANGING HEART DECORATION LARGE,-7,2023-12-15 00:00,2.9,C12111,United Kingdom,Home Decor,-20.3
C537131,10016,RUSTIC MIRROR FRAME BLUE,-6,2023-12-15 00:00,11.62,C12111,United Kingdom,Home Decor,-69.72
C537131,10064,BALLPOINT PEN SET 12 LARGE,-7,2023-12-15 00:00,6.28,C12111,United Kingdom,Stationery,-43.96
C537131,10070,WASHI TAPE COLLECTION BLUE,-6,2023-12-15 00:00,5.43,C12111,United Kingdom,Stationery,-32.58
C537131,10032,VINTAGE RECIPE BOOK STAND GREEN,-3,2023-12-15 00:00,3.06,C12111,United Kingdom,Kitchen,-9.18
C537154,10083,BIRD FEEDER HANGING RED,-1,2023-12-28 00:00,9.9,C11263,United Kingdom,Garden,-9.9
C537154,10048,WOODEN PUZZLE ANIMALS SMALL,-10,2023-12-28 00:00,22.46,C11263,United Kingdom,Toys & Games,-224.6
C537154,10085,CANVAS TOTE BAG PRINTED GREEN,-8,2023-12-28 00:00,39.55,C11263,United Kingdom,Clothing,-316.4
C537154,10020,RETRO ENAMEL MUG LARGE,144,2023-12-28 00:00,18.06,C11263,United Kingdom,Kitchen,2600.64
C537187,10010,METAL WALL CLOCK BLUE,-3,2024-02-16 00:00,2.58,C12690,United Kingdom,Home Decor,-7.74
C537187,10053,PLUSH BEAR COLLECTION BLUE,-11,2024-02-16 00:00,5.87,C12690,United Kingdom,Toys & Games,-64.57000000000001
C537249,10024,CAST IRON SKILLET SMALL,-7,2022-12-21 00:00,5.32,C10341,United Kingdom,Kitchen,-37.24
C537249,10085,CANVAS TOTE BAG PRINTED GREEN,-12,2022-12-21 00:00,39.55,C10341,United Kingdom,Clothing,-474.6
C537249,10079,BUTTERFLY WIND SPINNER LARGE,-6,2022-12-21 00:00,24.74,C10341,United Kingdom,Garden,-148.44
C537249,10006,WOODEN PHOTO FRAME,-9,2022-12-21 00:00,11.45,C10341,United Kingdom,Home Decor,-103.05
C537249,10087,WOOL FELT HAT SMALL,-1,2022-12-21 00:00,21.1,C10341,United Kingdom,Clothing,-21.1
C537259,10087,WOOL FELT HAT SMALL,-9,2023-12-20 00:00,21.1,C11788,United Kingdom,Clothing,-189.9
C537259,10044,KRAFT PAPER ROLL SMALL,-3,2023-12-20 00:00,5.56,C11788,United Kingdom,Gifts & Cards,-16.68
C537259,10061,FOAM DART BLASTER RED,120,2023-12-20 00:00,9.5,C11788,United Kingdom,Toys & Games,1140.0
C537259,10065,STICKY NOTE PADS PACK SMALL,-8,2023-12-20 00:00,4.14,C11788,United Kingdom,Stationery,-33.12
C537259,10058,CLAY MODELLING KIT,-9,2023-12-20 00:00,16.19,C11788,United Kingdom,Toys & Games,-145.71
C537259,10025,CAST IRON SKILLET BLUE,-12,2023-12-20 00:00,9.85,C11788,United Kingdom,Kitchen,-118.2
C537259,10039,RIBBON BUNDLE PACK BLUE,-7,2023-12-20 00:00,10.86,C11788,United Kingdom,Gifts & Cards,-76.02
C537259,10026,GLASS STORAGE JARS SET BLUE,-5,2023-12-20 00:00,14.05,C11788,United Kingdom,Kitchen,-70.25
C537259,10064,BALLPOINT PEN SET 12 LARGE,-5,2023-12-20 00:00,6.28,C11788,United Kingdom,Stationery,-31.4
C537259,10052,PLUSH BEAR COLLECTION SMALL,-11,2023-12-20 00:00,16.71,C11788,United Kingdom,Toys & Games,-183.81
C537266,10092,COTTON SLEEP MASK SET GREEN,-4,2024-03-29 00:00,23.51,C13638,United Kingdom,Clothing,-94.04
C537513,10066,DESK ORGANISER BAMBOO RED,-7,2023-11-19 00:00,7.74,,Other,Stationery,-54.18
C537548,10032,VINTAGE RECIPE BOOK STAND GREEN,-6,2024-02-01 00:00,3.06,C10247,Australia,Kitchen,-18.36
C537548,10049,RETRO TIN TOY CAR LARGE,-10,2024-02-01 00:00,6.01,C10247,Australia,Toys & Games,-60.1
C537548,10039,RIBBON BUNDLE PACK BLUE,-1,2024-02-01 00:00,10.86,C10247,Australia,Gifts & Cards,-10.86
C537548,10029,HERB GARDEN PLANTER SMALL,-9,2024-02-01 00:00,6.66,C10247,Australia,Kitchen,-59.94
C537548,10031,COPPER MEASURING CUPS RED,-3,2024-02-01 00:00,20.81,C10247,Australia,Kitchen,-62.42999999999999
C537548,10076,SEED STARTER KIT SMALL,-11,2024-02-01 00:00,23.56,C10247,Australia,Garden,-259.16
C537558,10064,BALLPOINT PEN SET 12 LARGE,-11,2022-12-04 00:00,6.28,,Ireland,Stationery,-69.08
C537558,10022,FLORAL TEA SET BLUE,-11,2022-12-04 00:00,24.65,,Ireland,Kitchen,-271.15
C537558,10015,RUSTIC MIRROR FRAME LARGE,-12,2022-12-04 00:00,12.59,,Ireland,Home Decor,-151.07999999999998
C537558,10067,DESK ORGANISER BAMBOO BLUE,-6,2022-12-04 00:00,7.48,,Ireland,Stationery,-44.88
C537558,10032,VINTAGE RECIPE BOOK STAND GREEN,-2,2022-12-04 00:00,3.06,,Ireland,Kitchen,-6.12
C537639,10088,WOOL FELT HAT,-2,2024-08-02 00:00,18.57,C14161,United Kingdom,Clothing,-37.14
C537639,10043,MINI GIFT BAGS ASSORTED,-8,2024-08-02 00:00,2.55,C14161,United Kingdom,Gifts & Cards,-20.4
C537639,10090,LINEN APRON WITH POCKET RED,-8,2024-08-02 00:00,12.61,C14161,United Kingdom,Clothing,-100.88
C537639,10032,VINTAGE RECIPE BOOK STAND GREEN,-1,2024-08-02 00:00,3.06,C14161,United Kingdom,Kitchen,-3.06
C537639,10079,BUTTERFLY WIND SPINNER LARGE,-10,2024-08-02 00:00,24.74,C14161,United Kingdom,Garden,-247.4
C537639,10070,WASHI TAPE COLLECTION BLUE,-10,2024-08-02 00:00,5.43,C14161,United Kingdom,Stationery,-54.3
C537639,10031,COPPER MEASURING CUPS RED,144,2024-08-02 00:00,20.81,C14161,United Kingdom,Kitchen,2996.64
C537639,10051,RETRO TIN TOY CAR SMALL,-11,2024-08-02 00:00,15.25,C14161,United Kingdom,Toys & Games,-167.75
C537639,10001,VINTAGE CANDLE HOLDER SMALL,-2,2024-08-02 00:00,4.24,C14161,United Kingdom,Home Decor,-8.48
C537639,10021,RETRO ENAMEL MUG RED,-4,2024-08-02 00:00,2.58,C14161,United Kingdom,Kitchen,-10.32
C537674,10071,WASHI TAPE COLLECTION GREEN,-6,2023-10-21 00:00,3.87,C14734,United Kingdom,Stationery,-23.22
C537674,10091,COTTON SLEEP MASK SET RED,-9,2023-10-21 00:00,12.34,C14734,United Kingdom,Clothing,-111.06
C537687,10019,SCENTED REED DIFFUSER SMALL,-6,2023-09-23 00:00,10.23,C12908,United Kingdom,Home Decor,-61.38
C537744,10062,FOAM DART BLASTER,-5,2024-02-20 00:00,18.32,C14391,United Kingdom,Toys & Games,-91.6
C537744,10011,CERAMIC VASE SET SMALL,-6,2024-02-20 00:00,7.78,C14391,United Kingdom,Home Decor,-46.68
C537816,10025,CAST IRON SKILLET BLUE,-8,2024-11-11 00:00,9.85,C10048,United Kingdom,Kitchen,-78.8
C537853,10000,VINTAGE CANDLE HOLDER,-5,2023-06-11 00:00,5.56,C14217,United Kingdom,Home Decor,-27.8
C537853,10083,BIRD FEEDER HANGING RED,-11,2023-06-11 00:00,9.9,C14217,United Kingdom,Garden,-108.9
C537889,10003,HANGING HEART DECORATION LARGE,-5,2023-04-08 00:00,2.9,,France,Home Decor,-14.5
C537977,10017,SCENTED REED DIFFUSER,-6,2024-08-25 00:00,9.4,C14443,United Kingdom,Home Decor,-56.400000000000006
C538005,10079,BUTTERFLY WIND SPINNER LARGE,-4,2023-12-03 00:00,24.74,C12899,United Kingdom,Garden,-98.96
C538005,10020,RETRO ENAMEL MUG LARGE,-1,2023-12-03 00:00,18.06,C12899,United Kingdom,Kitchen,-18.06
C538008,10032,VINTAGE RECIPE BOOK STAND GREEN,-12,2024-08-24 00:00,3.06,C13238,United Kingdom,Kitchen,-36.72
C538011,10002,VINTAGE CANDLE HOLDER BLUE,-11,2023-10-13 00:00,3.78,C14833,United Kingdom,Home Decor,-41.58
C538047,10091,COTTON SLEEP MASK SET RED,-1,2023-04-28 00:00,12.34,C14725,United Kingdom,Clothing,-12.34
C538047,10030,HERB GARDEN PLANTER LARGE,-6,2023-04-28 00:00,9.12,C14725,United Kingdom,Kitchen,-54.72
C538047,10089,WOOL FELT HAT LARGE,-11,2023-04-28 00:00,39.47,C14725,United Kingdom,Clothing,-434.17
C538047,10048,WOODEN PUZZLE ANIMALS SMALL,-5,2023-04-28 00:00,22.46,C14725,United Kingdom,Toys & Games,-112.3
C538047,10010,METAL WALL CLOCK BLUE,-3,2023-04-28 00:00,2.58,C14725,United Kingdom,Home Decor,-7.74
C538047,10046,WAX SEAL STAMP KIT LARGE,-4,2023-04-28 00:00,11.68,C14725,United Kingdom,Gifts & Cards,-46.72
C538076,10036,PERSONALISED BIRTHDAY CARD RED,-9,2022-12-24 00:00,11.05,C12697,United Kingdom,Gifts & Cards,-99.45
C538085,10021,RETRO ENAMEL MUG RED,-3,2023-05-13 00:00,2.58,C13464,United Kingdom,Kitchen,-7.74
C538100,10026,GLASS STORAGE JARS SET BLUE,-1,2024-07-10 00:00,14.05,C14546,United Kingdom,Kitchen,-14.05
C538106,10020,RETRO ENAMEL MUG LARGE,-10,2024-11-30 00:00,18.06,C11703,United Kingdom,Kitchen,-180.6
C538106,10053,PLUSH BEAR COLLECTION BLUE,-8,2024-11-30 00:00,5.87,C11703,United Kingdom,Toys & Games,-46.96
C538106,10009,METAL WALL CLOCK LARGE,-5,2024-11-30 00:00,12.62,C11703,United Kingdom,Home Decor,-63.1
C538106,10026,GLASS STORAGE JARS SET BLUE,-8,2024-11-30 00:00,14.05,C11703,United Kingdom,Kitchen,-112.4
C538106,10068,DESK ORGANISER BAMBOO GREEN,-11,2024-11-30 00:00,6.2,C11703,United Kingdom,Stationery,-68.2
C538106,10000,VINTAGE CANDLE HOLDER,-4,2024-11-30 00:00,5.56,C11703,United Kingdom,Home Decor,-22.24
C538143,10018,SCENTED REED DIFFUSER GREEN,-9,2024-03-14 00:00,12.87,C11428,United Kingdom,Home Decor,-115.83
C538143,10015,RUSTIC MIRROR FRAME LARGE,-10,2024-03-14 00:00,12.59,C11428,United Kingdom,Home Decor,-125.9
C538217,10010,METAL WALL CLOCK BLUE,-7,2023-12-29 00:00,2.58,,Switzerland,Home Decor,-18.06
C538331,10004,HANGING HEART DECORATION,-3,2023-07-20 00:00,3.67,C11525,United Kingdom,Home Decor,-11.01
C538331,10045,LUXURY TISSUE PAPER SET GREEN,-7,2023-07-20 00:00,5.11,C11525,United Kingdom,Gifts & Cards,-35.77
C538492,10026,GLASS STORAGE JARS SET BLUE,-12,2024-07-16 00:00,14.05,C11263,United Kingdom,Kitchen,-168.60000000000002
C538492,10008,WOODEN PHOTO FRAME RED,-12,2024-07-16 00:00,7.74,C11263,United Kingdom,Home Decor,-92.88
C538536,10065,STICKY NOTE PADS PACK SMALL,-6,2024-11-25 00:00,4.14,C12817,United Kingdom,Stationery,-24.84
C538536,10016,RUSTIC MIRROR FRAME BLUE,-3,2024-11-25 00:00,11.62,C12817,United Kingdom,Home Decor,-34.86
C538607,10090,LINEN APRON WITH POCKET RED,-9,2023-11-14 00:00,12.61,C13642,United Kingdom,Clothing,-113.49
C538607,10076,SEED STARTER KIT SMALL,-9,2023-11-14 00:00,23.56,C13642,United Kingdom,Garden,-212.04
C538607,10015,RUSTIC MIRROR FRAME LARGE,-10,2023-11-14 00:00,12.59,C13642,United Kingdom,Home Decor,-125.9
C538607,10057,CARD GAME FAMILY FUN RED,-8,2023-11-14 00:00,17.56,C13642,United Kingdom,Toys & Games,-140.48
C538629,10033,VINTAGE RECIPE BOOK STAND BLUE,-11,2023-02-20 00:00,22.96,C14483,United Kingdom,Kitchen,-252.56
C538673,10030,HERB GARDEN PLANTER LARGE,-11,2024-04-13 00:00,9.12,C10402,United Kingdom,Kitchen,-100.32
C538759,10071,WASHI TAPE COLLECTION GREEN,-9,2022-12-27 00:00,3.87,C13183,United Kingdom,Stationery,-34.83
C538759,10028,GLASS STORAGE JARS SET RED,-7,2022-12-27 00:00,12.36,C13183,United Kingdom,Kitchen,-86.52
C538759,10082,BIRD FEEDER HANGING GREEN,-3,2022-12-27 00:00,29.03,C13183,United Kingdom,Garden,-87.09
C538759,10034,PERSONALISED BIRTHDAY CARD SMALL,-12,2022-12-27 00:00,8.16,C13183,United Kingdom,Gifts & Cards,-97.92
C538759,10045,LUXURY TISSUE PAPER SET GREEN,-6,2022-12-27 00:00,5.11,C13183,United Kingdom,Gifts & Cards,-30.660000000000004
C538785,10089,WOOL FELT HAT LARGE,-12,2022-12-21 00:00,39.47,C14833,United Kingdom,Clothing,-473.64
C538785,10024,CAST IRON SKILLET SMALL,-1,2022-12-21 00:00,5.32,C14833,United Kingdom,Kitchen,-5.32
C538785,10057,CARD GAME FAMILY FUN RED,-12,2022-12-21 00:00,17.56,C14833,United Kingdom,Toys & Games,-210.72
C538785,10002,VINTAGE CANDLE HOLDER BLUE,-8,2022-12-21 00:00,3.78,C14833,United Kingdom,Home Decor,-30.24
C538785,10020,RETRO ENAMEL MUG LARGE,-2,2022-12-21 00:00,18.06,C14833,United Kingdom,Kitchen,-36.12
C538785,10003,HANGING HEART DECORATION LARGE,-1,2022-12-21 00:00,2.9,C14833,United Kingdom,Home Decor,-2.9
C538785,10088,WOOL FELT HAT,-11,2022-12-21 00:00,18.57,C14833,United Kingdom,Clothing,-204.27
C538785,10031,COPPER MEASURING CUPS RED,-1,2022-12-21 00:00,20.81,C14833,United Kingdom,Kitchen,-20.81
C538824,10069,WASHI TAPE COLLECTION RED,-5,2023-11-17 00:00,7.96,C10969,United Kingdom,Stationery,-39.8
C538860,10087,WOOL FELT HAT SMALL,-2,2023-12-02 00:00,21.1,C13620,United Kingdom,Clothing,-42.2
C538860,10081,BIRD FEEDER HANGING LARGE,-5,2023-12-02 00:00,28.32,C13620,United Kingdom,Garden,-141.6
C538860,10049,RETRO TIN TOY CAR LARGE,-2,2023-12-02 00:00,6.01,C13620,United Kingdom,Toys & Games,-12.02
C538860,10067,DESK ORGANISER BAMBOO BLUE,-3,2023-12-02 00:00,7.48,C13620,United Kingdom,Stationery,-22.44
C538860,10033,VINTAGE RECIPE BOOK STAND BLUE,-12,2023-12-02 00:00,22.96,C13620,United Kingdom,Kitchen,-275.52
C538860,10042,THANK YOU CARDS PACK 10 LARGE,-4,2023-12-02 00:00,6.35,C13620,United Kingdom,Gifts & Cards,-25.4
C538872,10085,CANVAS TOTE BAG PRINTED GREEN,-9,2023-01-24 00:00,39.55,C12455,United Kingdom,Clothing,-355.95
C538927,10008,WOODEN PHOTO FRAME RED,-5,2024-04-08 00:00,7.74,C13153,United Kingdom,Home Decor,-38.7
C538927,10075,CERAMIC PLANT POT SET LARGE,-3,2024-04-08 00:00,10.83,C13153,United Kingdom,Garden,-32.49
C538927,10047,WAX SEAL STAMP KIT BLUE,-4,2024-04-08 00:00,10.45,C13153,United Kingdom,Gifts & Cards,-41.8
C538927,10037,GIFT WRAP SET ASSORTED RED,-9,2024-04-08 00:00,2.41,C13153,United Kingdom,Gifts & Cards,-21.69
C538968,10019,SCENTED REED DIFFUSER SMALL,-8,2023-11-27 00:00,10.23,C10818,United Kingdom,Home Decor,-81.84
C538968,10058,CLAY MODELLING KIT,-12,2023-11-27 00:00,16.19,C10818,United Kingdom,Toys & Games,-194.28000000000003
C538968,10044,KRAFT PAPER ROLL SMALL,-9,2023-11-27 00:00,5.56,C10818,United Kingdom,Gifts & Cards,-50.04
C538968,10012,STRING LIGHT GARLAND RED,-2,2023-11-27 00:00,14.47,C10818,United Kingdom,Home Decor,-28.94
C538968,10045,LUXURY TISSUE PAPER SET GREEN,-3,2023-11-27 00:00,5.11,C10818,United Kingdom,Gifts & Cards,-15.330000000000002
C538968,10052,PLUSH BEAR COLLECTION SMALL,-11,2023-11-27 00:00,16.71,C10818,United Kingdom,Toys & Games,-183.81
C538968,10039,RIBBON BUNDLE PACK BLUE,-2,2023-11-27 00:00,10.86,C10818,United Kingdom,Gifts & Cards,-21.72
C538978,10075,CERAMIC PLANT POT SET LARGE,-12,2024-08-10 00:00,10.83,C11453,United Kingdom,Garden,-129.96
C538978,10057,CARD GAME FAMILY FUN RED,-7,2024-08-10 00:00,17.56,C11453,United Kingdom,Toys & Games,-122.92
C538978,10025,CAST IRON SKILLET BLUE,-7,2024-08-10 00:00,9.85,C11453,United Kingdom,Kitchen,-68.95
C538978,10006,WOODEN PHOTO FRAME,-5,2024-08-10 00:00,11.45,C11453,United Kingdom,Home Decor,-57.25
C538978,10017,SCENTED REED DIFFUSER,-12,2024-08-10 00:00,9.4,C11453,United Kingdom,Home Decor,-112.8
C538978,10077,GARDEN TOOL SET MINI,-5,2024-08-10 00:00,32.07,C11453,United Kingdom,Garden,-160.35
C538978,10052,PLUSH BEAR COLLECTION SMALL,-11,2024-08-10 00:00,16.71,C11453,United Kingdom,Toys & Games,-183.81
C538978,10091,COTTON SLEEP MASK SET RED,-2,2024-08-10 00:00,12.34,C11453,United Kingdom,Clothing,-24.68
C538992,10090,LINEN APRON WITH POCKET RED,-7,2023-09-08 00:00,12.61,C14927,United Kingdom,Clothing,-88.27
C539152,10049,RETRO TIN TOY CAR LARGE,-2,2023-02-23 00:00,6.01,C11152,United Kingdom,Toys & Games,-12.02
C539152,10021,RETRO ENAMEL MUG RED,-8,2023-02-23 00:00,2.58,C11152,United Kingdom,Kitchen,-20.64
C539152,10029,HERB GARDEN PLANTER SMALL,-4,2023-02-23 00:00,6.66,C11152,United Kingdom,Kitchen,-26.64
C539152,10087,WOOL FELT HAT SMALL,-6,2023-02-23 00:00,21.1,C11152,United Kingdom,Clothing,-126.6
C539152,10074,FOUNTAIN PEN GIFT SET RED,-1,2023-02-23 00:00,4.97,C11152,United Kingdom,Stationery,-4.97
C539152,10007,WOODEN PHOTO FRAME LARGE,-11,2023-02-23 00:00,11.27,C11152,United Kingdom,Home Decor,-123.97
C539152,10075,,-1,2023-02-23 00:00,10.83,C11152,United Kingdom,Garden,-10.83
C539152,10090,LINEN APRON WITH POCKET RED,-3,2023-02-23 00:00,12.61,C11152,United Kingdom,Clothing,-37.83
C539152,10043,MINI GIFT BAGS ASSORTED,-7,2023-02-23 00:00,2.55,C11152,United Kingdom,Gifts & Cards,-17.849999999999998
C539152,10038,GIFT WRAP SET ASSORTED BLUE,-9,2023-02-23 00:00,9.16,C11152,United Kingdom,Gifts & Cards,-82.44
C539152,10017,SCENTED REED DIFFUSER,-10,2023-02-23 00:00,9.4,C11152,United Kingdom,Home Decor,-94.0
C539214,10034,PERSONALISED BIRTHDAY CARD SMALL,-2,2023-08-02 00:00,8.16,,Germany,Gifts & Cards,-16.32
C539214,10088,WOOL FELT HAT,-2,2023-08-02 00:00,18.57,,Germany,Clothing,-37.14
C539214,10022,FLORAL TEA SET BLUE,-9,2023-08-02 00:00,24.65,,Germany,Kitchen,-221.85
C539214,10004,HANGING HEART DECORATION,-1,2023-08-02 00:00,3.67,,Germany,Home Decor,-3.67
C539231,10005,,-4,2023-04-23 00:00,5.41,C12890,United Kingdom,Home Decor,-21.64
C539247,10026,GLASS STORAGE JARS SET BLUE,-3,2024-09-13 00:00,14.05,C14978,United Kingdom,Kitchen,-42.150000000000006
C539254,10039,RIBBON BUNDLE PACK BLUE,-6,2023-11-30 00:00,10.86,C12472,Ireland,Gifts & Cards,-65.16
C539254,10092,COTTON SLEEP MASK SET GREEN,-3,2023-11-30 00:00,23.51,C12472,Ireland,Clothing,-70.53
C539263,10047,WAX SEAL STAMP KIT BLUE,-1,2024-11-14 00:00,10.45,C11223,Netherlands,Gifts & Cards,-10.45
C539325,10074,FOUNTAIN PEN GIFT SET RED,-3,2023-04-26 00:00,4.97,,United Kingdom,Stationery,-14.91
C539325,10007,WOODEN PHOTO FRAME LARGE,120,2023-04-26 00:00,11.27,,United Kingdom,Home Decor,1352.4
C539325,10070,WASHI TAPE COLLECTION BLUE,-5,2023-04-26 00:00,5.43,,United Kingdom,Stationery,-27.15
